seed,result,time (seconds)
1170,unsolvable,6.014
1171,unknown,41.012
1172,unknown,23.664
1173,unknown,27.119
1174,unknown,51.146
1175,unknown,15.588
1176,unknown,9.215
1177,unknown,42.953
1178,unknown,42.23
1179,unsolvable,9.819
1180,unknown,23.454
1181,unknown,24.468
1182,unknown,20.04
1183,unsolvable,43.865
1184,unknown,62.449
1185,unknown,39.492
1186,unknown,39.472
1187,unsolvable,31.095
1188,unknown,27.071
1189,unknown,43.495
1190,unknown,18.225
1191,unsolvable,2.066
1192,unsolvable,2.483
1193,unknown,20.066
1194,unknown,28.084
1195,unknown,23.021
1196,unknown,66.942
1197,unknown,26.402
1198,unknown,23.363
1199,unsolvable,28.502
1200,unknown,89.882
1201,unknown,51.961
1202,unknown,38.647
1203,unknown,18.695
1204,unsolvable,2.644
1205,unknown,31.451
1206,unsolvable,1.67
1207,unsolvable,1.248
1208,unknown,41.19
1209,unknown,22.1
1210,unknown,7.345
1211,unknown,18.239
1212,unknown,66.769
1213,unknown,28.94
1214,unsolvable,189.438
1215,unknown,64.333
1216,unknown,23.375
1217,unknown,11.225
1218,unknown,22.444
1219,unknown,10.504
1220,unknown,20.554
1221,unknown,23.914
1222,unknown,15.727
1223,unknown,47.982
1224,unknown,18.873
1225,unknown,7.888
1226,unknown,29.109
1227,unknown,39.381
1228,unknown,22.743
1229,unknown,6.018
1230,unknown,27.553
1231,unknown,47.258
1232,unknown,34.806
1233,unknown,19.27
1234,unknown,17.257
1235,unknown,17.97
1236,unknown,44.554
1237,unknown,29.925
1238,unknown,30.002
1239,unknown,55.57
1240,unknown,17.904
1241,unknown,53.481
1242,unsolvable,4.261
1243,unknown,28.713
1244,unknown,21.551
1245,unknown,79.199
1246,unknown,24.028
1247,unsolvable,365.462
1248,unknown,248.6
1249,unknown,24.688
1250,unknown,21.669
1251,unsolvable,1.339
1252,unknown,56.51
1253,unknown,26.284
1254,unknown,26.815
1255,unknown,10.62
1256,unknown,30.43
1257,unknown,45.464
1258,unknown,23.959
1259,unknown,28.079
1260,unknown,64.862
1261,unknown,7.368
1262,unknown,14.795
1263,unknown,59.168
1264,unknown,16.757
1265,unknown,18.12
1266,unknown,38.993
1267,unknown,62.466
1268,unknown,19.201
1269,unknown,17.394
1270,unsolvable,28.63
1271,unknown,26.127
1272,unknown,28.711
1273,unsolvable,19.275
1274,unknown,53.093
1275,unknown,15.157
1276,unknown,30.173
1277,unknown,46.737
1278,unknown,11.23
1279,unknown,25.92
1280,unknown,66.494
1281,unsolvable,1.407
1282,unknown,7.647
1283,unknown,31.699
1284,unknown,10.03
1285,unknown,28.641
1286,unsolvable,19.11
1287,unknown,32.913
1288,unknown,185.978
1289,unknown,39.921
1290,unknown,8.785
1291,unknown,15.786
1292,unknown,25.644
1293,unknown,35.005
1294,unsolvable,29.656
1295,unknown,53.537
1296,unknown,42.941
1297,unknown,57.794
1298,unknown,56.615
1299,unknown,52.64
1300,unknown,88.733
1301,unsolvable,55.253
1302,unknown,33.915
1303,unknown,16.623
1304,unknown,18.724
1305,unknown,25.056
1306,unknown,8.771
1307,unknown,71.198
1308,unknown,10.422
1309,unknown,22.995
1310,unsolvable,6.233
1311,unknown,53.721
1312,unknown,40.459
1313,unknown,10.62
1314,unknown,57.019
1315,unknown,23.71
1316,unknown,10.153
1317,unknown,21.393
1318,unknown,7.118
1319,unsolvable,3.009
1320,unknown,26.138
1321,unknown,12.152
1322,unknown,30.967
1323,unknown,18.101
1324,unknown,27.109
